ID	Name	Desc
200142	Istri Bos	Setelah cukup umur, [NAME] cukup beruntung bisa bertemu dengan Desa Tinta, namun tidak beruntung karena akhirnya menikah dengan master chef di desa yang sama. Dia beralih dari menyukai musik menjadi menyukai makanan dan sekarang dikenal sebagai istri bos Restoran Desa Tinta.
200143	Tersambar bintang	Keberuntungan dan bakat [NAME] tidak tertandingi. Tidak ada yang tidak bisa dia lakukan. Tuhan pasti melakukan kesalahan dengan memberikan begitu banyak kepada satu orang saja.
200144	Terkejut	Dengan awal yang cerah. Dikatakan bahwa [NAME] tidak ditakdirkan untuk apa pun.
200145	Keluarga Dokter	[NAME] lahir dari Sekte Dokter Ilahi yang terpencil. Tulang-tulang keluarganya tidak normal, setelah dikremasi, mereka berubah menjadi kristal yang dapat digunakan dalam pengobatan dengan efek yang luar biasa. \nAkibatnya, keluarga tersebut mengasingkan diri untuk meneliti teknik pengobatan. Mereka yang sudah cukup umur turun gunung dan mempraktikkan teknik medis mereka. Jika ada krisis, mereka boleh menggunakan tekniknya, tapi tidak boleh membocorkan dari mana asalnya. Murid Petualang dari sekte ini adalah legenda di seluruh negeri. [NAME] dilahirkan dalam keluarga ini dengan bakat luar biasa namun mencintai binatang dan musik.
200146	Medis Abadi	[NAME] tertipu dengan membocorkan lokasi keluarganya, yang akhirnya menyebabkan kebakaran yang akan menghanguskan seluruh keluarganya dan kristal tersebut jatuh ke tangan pelaku pembakaran. Sesuatu seperti itu mengubah seseorang, tapi hati seorang dokter tetap ada. \nKemudian, [NAME] mempelajari teks kuno keluarga tersebut dan berkomitmen untuk Berlatih. [NAME] terus melakukan praktik kedokteran dan akhirnya dikenal sebagai Medical Immortal.
200147	Halaman	[NAME] adalah anak kedua yang lahir dari seorang pejabat pemerintah dan terlahir tajam, namun karena pergulatan politik, ia memutuskan untuk menjadi seorang halaman agar dapat terus belajar.
200148	Penyanyi Pengembara	Keluarga [NAME] mewariskan sebuah gulungan yang tidak pernah lepas dari dirinya dan butuh waktu bertahun-tahun baginya untuk memahami inti dari gulungan itu. Hatinya merindukan alam sehingga meminta teman-temannya untuk menemaninya menjauh dari kebisingan kota dan memasuki alam agar dapat berlatih musik dan mengajari orang lain cara bermusik.
200149	Pangeran yang diasingkan	Lahir di sebuah negara di barat, pangeran ini sangat berbakat, meski lemah. Dia membaca sebanyak mungkin buku di perpustakaan istana. Perang membawa kehancuran bagi negara, untungnya sang pangeran berhasil lolos.
200150	Pencari Hukum	Setelah negaranya jatuh, [NAME] menemukan jalannya ke Dataran Tengah dan meskipun negaranya telah jatuh, dia telah membaca sejarah sejak usia muda dan memahami perubahan yang terjadi seiring berjalannya waktu dan tidak memiliki kebencian di dalam hatinya. Meski fisiknya kurang, namun ia mengandalkan kecerdasannya dan terus menimba ilmu di Dataran Tengah.
200151	Direktur Muda	[NAME] bercita-cita menjadi sutradara film sejak kecil. Dengan cara ini dia bisa mengekspresikan dirinya dan punya cukup uang untuk pindah ke pusat kota.
200152	Untuk menyeberang	Tepat ketika [NAME] sudah dewasa, dia membuat permainan, menjadi kaya, dan hendak menerapkan Hukum ekspresi miliknya sendiri. Dan saat itulah dia diteleportasi ke dunia ini. Maka tirai baru pun dibuka.
200153	Koresponden Perang	Yang ini adalah koresponden perang saat masih muda. Persepsi, kecerdasan, dan kekuatan observasinya memungkinkan dia menggambar banyak detail dari medan perang. Karier ini meninggalkan banyak kenangan berharga baginya.
200154	Bodoh	Seiring bertambahnya usia, dia jatuh sakit dan tidak lagi ingin menggunakan cara paling cerdas untuk mencapai tujuan seperti orang lain. Maka semua orang mulai menyebutnya sebagai orang bodoh.
200155	Komunitas Besar	[NAEM] mengetahui pentingnya komunitas sejak usia muda sehingga dia selalu bermurah hati dan selalu memberikan hadiah kepada tetangga dan teman setiap saat. Kebetulan dia juga menjadi pendongeng yang hebat sejak usia muda.
200156	Pendongeng	Sebagai pendongeng profesional, ia menjadi dikenal luas melalui usaha kerasnya sendiri. Meskipun ia mengalami pasang surut, syukurlah teman-teman dan tetangganya ada di sana untuk membantunya melewati semua itu. Bersama teman-temannya yang lain menekuni dunia bercerita, ia membentuk grup bernama Pink Memories yang memiliki banyak pengikut.
200157	Anak Desa	Anak ini adalah tipikal anak yang tumbuh di pedesaan, tanpa melakukan banyak hal, dia akan nongkrong di tempat-tempat lokal dan dari sinilah dia mengetahui tentang dunia pejuang keliling, dan hal ini benar-benar menjadi minat yang besar.
200158	Memandang dgn memanjangkan leher	Mencoba mengorek informasi dari pelanggan bisa menjadi sebuah pekerjaan tersendiri, namun sering kali hal ini sering kali sulit untuk membuat mereka tutup mulut. Jika Anda ingin mengetahui gosip terkini dalam dunia pejuang keliling, inilah orang yang tepat untuk Anda datangi.
200159	Bos	Yang ini lahir di desa tepi pantai dimana dia menjadi bos bagi anak-anak sejak kecil. Dia memperhatikan orang lain dan memimpin anak-anak lain seolah-olah mereka adalah tentara. Entah melawan tentara musuh atau bajak laut, dialah yang memimpin serangan, memberikan arahan selama ini. Bahkan anak-anak besar pun akhirnya memanggilnya bos.
200160	Orang yg serba tahu	Setelah beranjak dewasa, anak ini mengembangkan rasa ingin tahunya terhadap segala hal, apalagi jika hal itu bisa mengarah pada petualangan. Dia mencoba setiap karir yang dia bisa. Dia bepergian ke mana-mana dan memiliki bekas luka untuk membuktikannya. \n Banyak orang yang dia temui di sepanjang jalan. Ada yang bergabung dengannya, ada yang menempuh jalannya masing-masing, namun terlepas dari itu, mereka semua menghormatinya.
200161	Jenderal Zhang Deshuai	Saat masih muda, Zhang Deshuai tertarik dengan perang di benua yang jauh. Dia berharap suatu hari nanti dapat memimpin banyak pengikut untuk menaklukkan negeri itu. Pada usia 15 tahun, ia bergabung dan ambisinya yang liar terungkap. Dia mengambil keuntungan dari ambisi negara lain dan selama sepuluh tahun menjatuhkan seluruh negara di benua itu. Saat dia naik takhta untuk memerintah benua itu, dia melintasinya.
200162	Ayah di antara Hantu	Dia menyeberang ke dunia hantu, namun tidak takut pada mereka. Dia memilih untuk berteman dengan roh jahat dan menjadi terkenal karena perannya dalam perang antara hantu dan setan. Mereka memanggilnya: Ayah Hantu. \nSetelah perang brutal, [NAME] menerima luka serius sehingga hanya bisa menggunakan Trik Keberuntungan untuk bereinkarnasi kembali ke dunia manusia sebagai rakyat jelata. Ingatannya untuk sementara tersegel saat dia memulai kehidupan lain.
200163	Pelancong Asing	Dikatakan bahwa yang satu ini diterbangkan di dalam mulut seekor burung besar, tetapi tidak ada yang tahu pasti. Meskipun dia telah menjelajahi dunia pejuang keliling sejak usia muda, namun dia belum pernah mengunjungi Sekte terkenal. Meskipun begitu, dia entah bagaimana berhasil tampil di hampir setiap pertempuran atau peristiwa besar di dunia pejuang keliling. Meski masih muda, kelakuannya aneh dan tidak meninggalkan jejak.
200164	Sendirian di Jalan	Seorang pejuang keliling dengan latar belakang misterius. Karena pakaian dan topeng hitam putih yang selalu dipakai oleh pendekar ini, bahkan usia atau jenis kelamin dari pendekar ini tidak diketahui. Bahkan tidak ada yang mengetahui seni bela diri yang digunakan oleh pejuang ini. Hanya satu teknik yang pernah diamati. Prajurit ini muncul dalam pertempuran terbesar yang ada di dunia prajurit keliling, namun hanya di pinggiran konflik. Pada pandangan pertama, jawaban atas pertanyaan baik atau jahat masih sulit dipahami, namun krisis dapat menyelesaikan pertanyaan ini dalam sekejap.
200165	Keluarga Biasa	Terlahir dari keluarga biasa, ia tidak menunjukkan bakat apa pun dalam seni bela diri, sehingga ia menjalani kehidupan normal. Hingga pada usia 20 tahun dia memberi tahu ayahnya bahwa dia memiliki obsesi dengan pejuang keliling dan akhirnya dia memasuki dunia mereka.
200166	Pengubah Alam	Semakin dia mengetahui tentang dunia pejuang keliling, dia semakin marah. Begitu banyak ketidakadilan, kemunafikan, penindasan dan kebencian di dunia. Mengapa orang-orang yang mengaku sebagai anggota sekte terkenal yang adil masih bersikap lamban dan tidak disiplin? Dan seperti itu, dia memutuskan bahwa dia akan pergi dan mengubah dunia, dunia pejuang keliling ini.
200167	Kehilangan Memori	Asal usul [NAME] adalah sebuah misteri, suatu hari dia terbangun dan menyadari bahwa dia telah benar-benar lupa siapa dirinya. Namun hal ini tidak menghentikannya untuk bersenang-senang, melainkan dia menjalani hidup sepenuhnya.
200168	Gigi Manis	Dia sering mendengar desas-desus tentang dunia pejuang keliling saat dia mengintai segala macam tempat usaha. Jika Anda bertanya padanya, dia akan mengatakan bahwa dia suka menyanyi dan menari, mengobrol dengan teman-temannya di tempat-tempat ini, tetapi dia juga suka minum teh dan makan makanan penutup dan kemudian pasti akan menyinggung semua makanan penutup yang dia suka.
200169	Tuan Merpati	Merpati ini telah dilatih selama seribu tahun untuk bisa berubah menjadi manusia dan memutuskan untuk tetap seperti itu.
200170	Tuan Rumah Permainan	Karena menuruti kesenangan dan mengajari orang lain berbagai cara untuk bersenang-senang, maka orang-orang menyebut yang satu ini sebagai Game Host.
200171	Keajaiban Pedang	[NAME] terlahir dari keluarga ulama, namun sejak kecil ia senang mendengarkan cerita-cerita yang disampaikan para pejuang pengelana, apalagi yang menarik dari traveling adalah membantu negara dan rakyat. Hal ini menyebabkan dia memilih pedang daripada mengejar ilmu pengetahuan. Pada akhirnya, dia menjadi Pendekar Pedang Abadi. \n Kemudian setelah muak dengan Pendekar Tujuh Pembantaian, dia menyegel ingatannya tentang Budidaya dan kembali ke tubuh orang kebanyakan.
200172	Pemimpin yang Jujur	Setelah dewasa dalam tubuh reinkarnasi, [NAME] mendirikan Sektenya sendiri, Kejujuran, dan merekrut sekelompok Murid yang kemudian menjadi terkenal. Kejujuran menggunakan nilai-nilai kesetiaan, kesalehan anak, tugas dan kesopanan untuk menarik pejuang dari seluruh wilayah ke panji mereka.
200173	Reinkarnasi Abadi	[NAME] lahir dari keluarga kaya dalam tubuh Dewa yang bereinkarnasi. Karakternya malas, tapi bakatnya luar biasa, karena dia cepat belajar, suka meniru dan membuat replika segala macam benda kuno.
200174	Asisten Pemimpin Sekte	Setelah dewasa, ia mengumpulkan semua Pedoman seni bela diri yang dapat ditemukan dan menggunakan landasan tersebut untuk membuat Hukumnya sendiri. Kemudian saat bepergian, dia merasa seperti teman lama yang bertemu Sun Yalong untuk pertama kalinya karena mereka berdua mendirikan Rectitude bersama.
200175	Untuk menyeberang	Yang satu ini telah menyelesaikan begitu banyak permainan dan melakukan perjalanan melalui begitu banyak dunia berbeda dalam permainan, bahkan dikatakan bahwa dia adalah bagian dari ras manusia super yang berubah menjadi monyet ketika mereka melihat bulan. Mereka bilang begitu karena dia punya kemampuan supernatural di setiap kategori, tapi hanya jika ada suara *ding* yang terdengar di dekatnya...kalau tidak, dia cukup biasa. \nDia suka mengatakan bahwa dia tidak melakukan kesalahan apa pun dalam hidup, tapi itu hanya karena dia membunuh semua orang yang melihatnya melakukan kesalahan...jadi, jika Anda ingin berada di Sekte yang sama dengannya, belajarlah menjadi buta? Siapa yang tahu apa yang akan terjadi dalam pencariannya akan Keabadian?
200176	Goreng Kecil	Asal usul [NAME] tidak diketahui, bahkan satu detail pun tidak diketahui.
200177	Mahasiswa Astrologi	Di negara yang jauh, kerabat jauh kaisar, ayah orang ini bertanggung jawab atas peralatan untuk memandang ke langit. Kaisar mencari Keabadian, tidak mengabdi pada negara dan rakyat berada dalam kesulitan karenanya. Tentara bangkit melawan kaisar dan ayahnya menghilang, keberadaannya tidak diketahui. Yang satu ini melarikan diri jauh ke pegunungan untuk melanjutkan penelitian ayahnya di bidang astrologi.
200178	Ahli nujum	Bertahun-tahun kemudian, situasi menjadi stabil, namun pencarian Keabadian menjadi populer kembali. Yang ini muncul kembali dari dalam pegunungan. Apa yang akan terjadi selanjutnya?!
200179	Pembual	Yang Shu lahir dari keluarga pengeras suara yang nenek moyangnya berasal dari negara bagian di sebelah timur melintasi lautan. Selama ratusan tahun mereka menetap di seluruh wilayah. Yang Shu mewarisi warisan nenek moyangnya, khususnya tradisi menjadi orang yang suka bersuara; begitu dia mulai, Anda tidak bisa menghentikannya.
200180	Penasihat Hukum	Mendapatkan pengalaman bepergian melintasi negeri selama lebih dari sepuluh tahun Yang Shu telah menjadi penasihat hukum paling bergengsi yang dapat ditemukan. Dikenal karena lidahnya yang berapi-api, ia tidak pernah kalah dalam suatu kasus dan menyelesaikan banyak perselisihan. Perselingkuhan yang dia alami dengan asistennya adalah sebuah kisah yang diceritakan di seluruh dunia.
200181	Manajer Jenius	Nova telah dikenal sangat berbakat sejak usia muda. Setelah menjadi walikota termuda dalam sejarah, ia telah melakukan segala jenis aktivitas, kecuali menetap di satu tempat dalam jangka waktu yang lama, yakni. Untuk menghadapi tantangan yang lebih besar dengan lebih baik, Nova tetap waspada.
200182	Walikota	Meskipun tidak lagi berada di organisasi mana pun, namun berpindah-pindah antara begitu banyak perusahaan besar dan kantor pemerintah telah membuat Nova memiliki banyak pengalaman manajemen. Pengalaman di semua industri besar. Hasilnya, Nova adalah pendebat yang hebat dan dapat menangani tugas dengan mudah. Pengalaman-pengalaman ini telah terpatri dalam ingatan Nova dan tentunya tidak akan sepenuhnya terlupakan bahkan setelah reinkarnasi.
200183	Berbakat	Dalam kehidupan terakhir, Zhao Da memiliki kekurangan mental. Kedua orang tuanya meninggal ketika dia masih kecil, yang membuat kehidupan anak tersebut sulit, meskipun anak tersebut baik dan suci. Inilah alasan terjadinya reinkarnasi yang satu ini. Dalam kehidupan ini Zhao Da tidak mengetahui buku atau alat tulis sebelum usia lima tahun. Namun, suatu hari anak itu menangis mencari mereka. Ayahnya heran dan pergi dan meminjam beberapa dari tetangga. Ia langsung menuliskan empat kalimat, termasuk nama anak itu sendiri.
200184	Keabadian di Seeker	Zhao Da sangat berbakat dan menjadi seorang dokter, menyelamatkan banyak nyawa. Kemudian, dia menjadi terobsesi dengan Latihan dan mulai berusaha mengikuti jejak para Dewa lainnya dan membantu orang lain di sepanjang jalan. Hal-hal baik datang kepada mereka yang menunggu. Pada akhirnya, Da Zhao menemukan Buku Panduan di Rumah Gua Pegunungan Kunlun.
200185	Kekuatan Doa	Tak terhitung banyaknya orang yang mendambakan perdamaian dan keharmonisan di dunia ini. Kerinduan mereka mempunyai kekuatan yang sangat besar, bahkan mampu menciptakan kehidupan baru! Dia menyebut dirinya Shenshenruye. Sesuai dengan Analects dimana dikatakan Dalam masa pensiun, seseorang harus berpakaian rapi (shenshenruye) dan bersikap lembut. Ini menggambarkan bagaimana Konfusius sangat santai dan bahagia di rumah dan tidak sedih berada di rumah saat pensiun. Dari situlah nama ini berasal. Kemudian ketika Shenshenruye menjadi seorang Abadi, tetapi tidak dapat mengatasi penderitaan dunia dan bereinkarnasi sehingga membawa kebahagiaan bagi orang-orang.
200186	Sandi	Hidup dalam keadaan mabuk: Kebahagiaan Biasa\nSegala sesuatunya tidak sulit dan tidak mudah, namun menyempurnakan sesuatu adalah hal yang paling tidak mudah. \nOrang-orang memikirkan sesuatu, mereka sampai pada batu giok, dan seperti batu giok, mungkin ada cacat pada benda-benda dan karenanya mabuk. \nMabuk menghilangkan kekhawatiran dan kekhawatiran, namun bukan berarti kurangnya kemampuan. \nMabuk dengan sengaja adalah dosa, mabuk karena rasa sakit adalah dosa, sambil menikmati mabuk engkau tidak akan berpikir untuk melepaskan diri dari mabuk.
200187	Keajaiban Pedang	Di kehidupan [NAME] yang lalu, ia adalah Pendekar Pedang Abadi yang menjelajahi dunia Latihan, menggunakan pedang [ITS] untuk mencapai keburukan. [NAME] menjatuhkan naga dan phoenix dan bersaing dengan para penggarap kuno untuk mendapatkan supremasi, sungguh hal yang membuat dunia kagum.
200188	Pemimpin Sekte Besar	[NAME] adalah pemimpin Sekte besar, yang pengikutnya sangat banyak dan memiliki kekuatan besar.
200189	Anak yang Berharga	Di kehidupan masa lalu [NAME], dia adalah seorang anak yang duduk di kursi Sage Elixir, tapi setelah bereinkarnasi, dia adalah bagian dari keluarga seniman. Ia dilahirkan dengan keberuntungan besar dan kemampuan ajaib. Dia bisa merombak sesuatu yang membusuk menjadi artefak, sehingga mengambil sesuatu yang tidak berguna dan menggunakannya kembali.
200190	Pemimpin Sekte Besar	[NAME] adalah Murid yang luar biasa dari sebuah Sekte agung dan telah mampu mencapai prestasi luar biasa bersama dengan pemimpin Sekte tersebut.
200191	Tubuh Emas	[NAME] adalah seorang putri yang telah memimpikan dunia pejuang keliling sejak dia masih kecil dan tidak pernah melihat kejadian seperti saudara perempuannya yang bertubuh emas. Karena itu dia menjalani pelatihan yang melelahkan untuk mengembangkan bakat.
200192	Pemimpin Sekte Besar	[NAME] adalah Murid yang luar biasa dari sebuah Sekte agung dan telah mampu mencapai prestasi luar biasa bersama dengan pemimpin Sekte tersebut.
200193	Hati Tao	[NAME] adalah reinkarnasi dari makhluk abadi kuno, lahir dengan Hati Tao yang luar biasa. Seorang kultivator alami.
200194	Kejelasan Tertinggi	Setelah [NAME] beranjak dewasa, mereka mengikuti kenangan kehidupan masa lalu mereka dan menjadi seorang kultivator lagi, memulihkan identitas mereka sebagai keturunan Kejelasan Tertinggi. Setelah mewarisi jalan Kejelasan Tertinggi, [NAME] berjanji akan mengembalikan kejayaan Tuhan yang lama.
200195	Dewi yang menakjubkan	[NAME] adalah dewi yang turun ke alam fana untuk berpetualang, terkenal karena kecantikan dan payudaranya yang besar. Dulunya adalah pemain yang terampil dan berpengalaman dan kemudian menjadi streamer game. Latar belakang ini membuatnya sangat suka bertualang.
200196	Penyembuh Berkeliaran	[NAME] kemudian pergi ke garis depan dan menjadi tenaga medis. Dengan menggunakan kemampuan penyembuhan mereka yang luar biasa, mereka telah menyelamatkan banyak nyawa, mendapatkan gelar 'No. 1 Medis'. Kepribadian [NAME] yang ceria dan baik hati membuatnya menjadi pusat perhatian teman-temannya. Ke mana pun dia pergi, dia langsung dikelilingi oleh teman-teman baru yang dikenal dengan sebutan 'Kupu-Kupu Sosial'. Secara tidak sengaja, [NAME] melakukan perjalanan melintasi ruang dan waktu menuju dunia kultivator. Apa yang menantinya di masa depan?
200197	Hati yang Dipalsukan	[NAME] adalah hati. Namun pemiliknya sering begadang, sehingga menjadi palsu dan bercahaya. Sangat disayangkan bahwa pemiliknya menghabiskan seluruh hidupnya dalam meditasi dan harus naik, meninggalkan tubuh fananya. Jadi hati ini bisa keluar dan mendapatkan tubuh manusia. Menyaksikan pemiliknya menjadi abadi sejati, hati ingin sekali melakukan hal yang sama. Hati ini disebut Feiyu Kuangxian oleh orang lain.
200198	Pencipta Hukum Setan	"Tubuh asli [NAME] telah menciptakan ""Hukum Iblis"", yang populer di kalangan kultivator karena kemampuan sosialnya. Dia tahu betul semua favorit kultivator kuno dan hangat serta ramah. Ia sering mengundang semua jenis penggarap ke sektenya, lalu mentraktir mereka dengan Ruang Sauna, Pil Euforia, dan rumah mewah. Ketika mereka pergi dengan perasaan puas, mereka juga akan meninggalkan beberapa barang sebagai tanda terima kasih. \n Dan karena sekte tersebut penuh dengan sampah, sebagai pemimpinnya, [NAME] secara pribadi akan pergi ke setiap sekte besar untuk meminjam beberapa bahan untuk mengembangkan dan membangun sektenya. Harapan terbesarnya adalah agar sekte tersebut dapat bangkit kembali dan menjadi andalan dunia abadi. [Nama] juga mewarisi keyakinan aslinya."
300001	Tercerahkan	Awalnya [ITEM], [NAME] seharusnya layu setelah selesai digunakan. Namun, karena diberkati oleh keberuntungan, [NAME] menerima pencerahan dari [TNAME] pada [TIME], sehingga membangkitkan kesadaran diri dan menjadi Roh yang Hidup.
300002	Dunia Hidup	Awalnya [ITEM], [NAME] seharusnya layu setelah selesai digunakan. Namun, karena diberkati oleh keberuntungan, [NAME] secara tidak sengaja mendapatkan inspirasi dari badai petir pada [TIME], sehingga membangkitkan kesadaran diri dan menjadi Roh yang Hidup.
300003	Dunia Hidup	Awalnya [ITEM], [NAME] seharusnya layu setelah selesai digunakan. Namun, karena diberkati oleh keberuntungan, [NAME] secara tidak sengaja mendapatkan inspirasi dari pandemi udara berbahaya pada [TIME], sehingga membangkitkan kesadaran diri dan menjadi Roh yang Hidup.
300004	Dunia Hidup	Awalnya [ITEM], [NAME] seharusnya layu setelah selesai digunakan. Namun, karena diberkati oleh keberuntungan, [NAME] secara tidak sengaja mendapatkan inspirasi dari hujan badai pada [TIME], sehingga membangkitkan kesadaran diri dan menjadi Roh yang Hidup.
300005	Dunia Hidup	Awalnya [ITEM], [NAME] seharusnya layu setelah selesai digunakan. Namun, karena diberkati oleh keberuntungan, [NAME] secara tidak sengaja mendapatkan inspirasi dari angin foehn pada [TIME], sehingga membangkitkan kesadaran diri dan menjadi Roh yang Hidup.
300006	Dunia Hidup	Awalnya [ITEM], [NAME] seharusnya layu setelah selesai digunakan. Namun, karena diberkati oleh keberuntungan, [NAME] secara tidak sengaja mendapatkan inspirasi dari badai pasir pada [TIME], sehingga membangkitkan kesadaran diri dan menjadi Roh yang Hidup.
300007	Dunia Hidup	Awalnya [ITEM], [NAME] seharusnya layu setelah selesai digunakan. Namun, karena diberkati oleh keberuntungan, [NAME] secara tidak sengaja memperoleh inspirasi dari semburan Qi pada [TIME], sehingga membangkitkan kesadaran diri dan menjadi Roh yang Hidup.
300008	Kebangkitan yang Terberkati	Awalnya [ITEM], [NAME] seharusnya layu setelah selesai digunakan. Namun, karena diberkati oleh keberuntungan, [NAME] mengumpulkan begitu banyak berkah setelah bertahun-tahun berada di sisi [TNAME], secara tidak sengaja membangkitkan kesadaran diri dan menjadi Roh yang Hidup.
300009	Ramuan Hidup	__NAMA__ awalnya adalah obat mujarab, sehingga tidak akan mengembangkan toleransi terhadap obat ketika meminum obat mujarab untuk pertama kalinya.
300010	Makhluk Hidup yang Dapat Dimakan	[NAME] awalnya merupakan makanan yang dapat dimakan, sehingga secara alami lahir dengan kemampuan Penyerapan Qi yang sangat tinggi.
300011	Permata Gelap Makhluk Hidup	[NAME] awalnya adalah Permata Jiwa Gelap, yang meningkatkan tingkat keberhasilan pemurnian hantu dan pemurnian Spiritual sebesar 100%.
300012	Batu Roh Makhluk Hidup	[NAME] awalnya adalah Batu Roh, sehingga secara alami terlahir dengan jumlah Qi yang lebih besar.
300013	Jimat Hidup	[NAME] awalnya adalah jimat, yang memungkinkannya untuk menggunakan 1 jimat tambahan.
300014	Perlengkapan Makhluk Hidup	[NAME] awalnya adalah perlengkapan, yang meningkatkan efek roda gigi sebesar 100% saat memakainya.
300015	Peninggalan Makhluk Hidup	[NAME] awalnya adalah Relik Feng Shui, yang meningkatkan efek Relik Feng Shui sebesar 100% saat berada di bawah pengaruhnya.
300016	Materi Makhluk Hidup	[NAME] awalnya adalah [ITEM]. [NAME] dapat berkembang dengan mengonsumsi [ITEM].
300017	Artefak Makhluk Hidup	[NAME] awalnya adalah artefak. [NAME] dapat menggunakan artefak dengan lebih mudah.
300018	Gedung Makhluk Hidup	[NAME] awalnya adalah sebuah bangunan. [NAME] dapat membentuk kembali tubuhnya sendiri dengan mengonsumsi berbagai bahan bangunan.
300019	Tanaman Hidup	[NAME] awalnya adalah tanaman. [NAME] terus tumbuh perlahan setiap hari.
300020	Makhluk Hidup	Tubuh asli [NAME] tidak ada gunanya. Meski begitu, ia masih mendapat kesempatan untuk menjadi hidup karena anugerah keberuntungan.
300022	Tubuh Kejadian	Tubuh [NAME] ditempa dengan merapal mantra menggunakan Fortune Seed. Oleh karena itu, [NAME] memiliki tubuh yang hampir sempurna. Pasti diberkati oleh anugerah rejeki itu sendiri.
310001	Yaoguai	Berubah bentuk dari Yaoguai.
310002	Milik	Berubah bentuk dari Yaoguai yang kerasukan.
400000	Beruang Yaoguai	Tubuh asli [NAME] adalah tubuh beruang Yaoguai. Meskipun sifatnya pemalas, ia memiliki anggota tubuh yang sangat berkembang sehingga ia pandai bertarung. Tubuhnya yang kuat juga membuatnya tahan terhadap dingin dan segala jenis kerusakan Lima Elemen.
400001	Kelinci Yaoguai	Tubuh asli [NAME] adalah kelinci Yaoguai. Ia memiliki kemampuan pendengaran yang baik, waktu reaksi yang sangat cepat dan pemikiran yang cepat. Namun, ia pada dasarnya pemalu, tidak ramah dan tidak sabar.
400002	Ayam Yaoguai	Tubuh asli [NAME] adalah seekor ayam Yaoguai, yang membuatnya tidur sangat sedikit dan bekerja keras, memungkinkannya untuk berkultivasi lebih cepat daripada yang lain. Hidup berkelompok juga membuat kemampuan bersosialisasi menjadi lebih baik.
400003	Serigala Yaoguai	Tubuh asli [NAME] adalah serigala Yaoguai. Licik dan dapat diandalkan, ia unggul dalam berburu dan berkelahi.
400004	Ular Yaoguai	Tubuh asli [NAME] adalah iblis ular. Ini sangat perseptif dan sangat cepat. Di sisi lain, pendengarannya buruk, seleranya sensitif, dan takut api. Pada zaman dahulu, para pembudidaya ular Yaoguai mencoba mengubah bentuk tubuh mereka menjadi menyerupai naga, dan akhirnya dituntut oleh ras naga dan hampir punah. Oleh karena itu, mereka tidak meninggalkan banyak teknik rahasia pemurnian tubuh.
400005	Babi Hutan Yaoguai	Tubuh asli [NAME] adalah babi hutan Yaoguai. Liar dan ganas, ia memiliki tubuh yang kuat dan mengonsumsi makanan dalam jumlah yang sangat banyak setiap kali makan, serta pandai mengubah makanan menjadi Stamina. Namun, ia kurang memiliki spiritualitas dan kecerdasan.
400006	Katak Yaoguai	Tubuh asli [NAME] adalah katak Yaoguai, sehingga memiliki kemampuan beradaptasi yang kuat. Lendir yang dikeluarkan dari permukaan tubuhnya dapat membantu menyembuhkan sebagian besar luka, dan ukurannya yang kecil membuatnya lebih baik dalam Magic Crafting.
400007	Penyu Yaoguai	Tubuh asli [NAME] adalah kura-kura Yaoguai. Ia bergerak lambat, namun memiliki umur yang sangat panjang dan mentalitas yang baik. Sangat bagus dalam perlindungan diri juga.
400008	Kucing Yaoguai	Tubuh asli [NAME] adalah kucing Yaoguai. Ia tidak mau melakukan kerja keras apa pun, tetapi memiliki spiritualitas dan pesona yang luar biasa. Ia sangat pandai menyembunyikan pergerakannya dan memiliki potensi yang besar.
400009	Harimau Yaoguai	Tubuh asli [NAME] adalah tubuh harimau Yaoguai. Sebagai raja binatang, ia sangat agresif.
400010	Banteng Yaoguai	Tubuh asli [NAME] adalah seekor banteng Yaoguai. Sapi merupakan hewan pekerja keras dan jinak, bertubuh kuat, berpikiran mantap, sehingga terampil dalam bidang pertanian. Ia juga memiliki sistem pencernaan yang unik, yang memberikannya pemahaman yang lebih baik tentang kualitas tumbuhan jauh melebihi yang lain.
400011	Panda Yaoguai	Tubuh asli [NAME] adalah Panda Yaoguai. Panda itu lucu dan naif, malas dan nakal. Tubuh mereka akrab dengan Yin dan Yang, yang memiliki manfaat tertentu untuk kultivasi.
210001	Kelahiran Kembali Ketahanan	[NAME] lahir di era sekarat dan dibesarkan oleh seorang pemburu. Secara kebetulan, mereka memulai perjalanan kultivasi mereka; saat mereka tumbuh dewasa, [NAME] berkelana jauh dan luas, membasmi setan dan menjunjung tinggi Dao, sehingga mendapatkan gelar terhormat 'Petapa Daois Penentang Surga'.\nRatusan tahun kemudian, [NAME] mengandalkan sisa-sisa kuno Dao untuk meraih peluang surgawi, menghabiskan masa hidup mereka untuk mencapai terobosan; namun, setelah berhasil melewati masa kesengsaraan, mereka tidak naik ke puncak melainkan mendirikan sekte mereka sendiri, menerima murid secara luas dengan tujuan menghidupkan kembali energi spiritual dan memberi manfaat bagi semua makhluk.\nPada akhirnya, setelah gagal dalam Kesengsaraan Abadi Sejati yang keempat, [NAME] kehilangan semua kultivasi mereka dan hampir mati; seorang kultivator dewa, yang tidak ingin membiarkan orang yang berjasa besar tersebut menghilang, mengerahkan seluruh kekuatannya untuk membantu [NAME] bereinkarnasi.
